Submitted at,Country you live and work in,City,Gender,Your age,Your job title,UI/UX Designer,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Years of relevant experience_grouped,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Exclude,More than 1 row_jobtitle,Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
23/10/2024 2:58,Indonesia,Bandung,Female,25 - 30,Graphic and Multimedia Designer,Head of Design,Fixed term contractor,Mid-level IC,Marketing / graphic design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,MYR,Monthly,,"4,000","4,000",,,"52,000","15,761",,Y,"Professional development, training, or learning fund, Flexible schedule, Paid time off / vacation time, adobe subscription",Agency / Consulting,branding and marketing,Nov-50,2-Oct,No,Fully remote,Gin+ Tonic
23/10/2024 3:00,Indonesia,Jakarta,Male,36 - 40,Head of Design,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,12,16,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"16,000,000","16,000,000",,,"208,000,000","17,472",,Y,"Health insurance, Dental insurance, Allowance for flexible working arrangement (remote/co-working space)",Agency / Consulting,Local Creative Agency,Nov-50,2-Oct,No,4 days on-site,
23/10/2024 3:04,Indonesia,Jakarta,Male,18 - 24,UI UX Designer,Graphic Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,3 to 5 years,Diploma,No,,,,,,,No,IDR,Monthly,,"11,000,000","22,000,000",,,"154,000,000","12,936",,Y,"Allowance for flexible working arrangement (remote/co-working space), Dental insurance, Health insurance, Paid medical leave, Flexible schedule, Professional development, training, or learning fund, Onsite food / snacks, Meal subsidies",Start-up,Financial services,"1001 - 10,000",2-Oct,Yes,2 days on-site,Kredivo Group
23/10/2024 3:05,Indonesia,Jakarta,Male,18 - 24,Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,2,0,Up to 3 years,High school / secondary school,No,,,,,,,Yes,IDR,Monthly,,"5,500,000","5,500,000",,,"71,500,000","6,006",,Y,Paid time off / vacation time,Small-medium enterprise,Consumer products,Nov-50,2-Oct,Yes,Fully on-site,PT Sava Gemilang Indonesia
23/10/2024 3:05,Indonesia,Surabaya,Female,25 - 30,Graphic Designer,UI/UX Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,2,3,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"2,750,000",,,,"33,000,000","2,772",,Y,Tunjangan & Bonus,Start-up,Consumer products,Nov-50,Team of 1,Yes,Fully remote,
23/10/2024 3:08,Indonesia,Medan,Female,25 - 30,UI/UX Designer,Product designer,Full-time employee,Junior IC (Entry level),Visual / UI design,1,3,Up to 3 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"4,000,000",,,,"48,000,000","4,032",,Y,"Transport subsidies, Health insurance",Agency / Consulting,Advertising Services,1-Oct,2-Oct,Not applicable,Fully on-site,
23/10/2024 3:09,Indonesia,Jakarta,Female,18 - 24,Product designer,Product designer,Full-time employee,Junior IC (Entry level),Product / UX design,4,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,Y,,Agency / Consulting,"Technology, media & telecommunications",1-Oct,2-Oct,Yes,2 days on-site,
23/10/2024 3:11,Indonesia,Jakarta,Female,25 - 30,Product Designer,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,4,8,3 to 5 years,Master's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"13,000,000",,,"500,000","156,500,000","13,146",,Y,"Paid medical leave, Budget for equipment or home office setup, Professional development, training, or learning fund, Health insurance",Start-up,"Technology, media & telecommunications",Nov-50,2-Oct,Yes,Fully on-site,PT Nuri Gaya Citra (MyNuri)
23/10/2024 3:13,Indonesia,Surabaya,Male,25 - 30,Graphic Designer,UI/UX Designer,Full-time employee,Mid-level IC,Marketing / graphic design,4,2,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Monthly,,870,,,,"10,440","10,440",,Y,Paid time off / vacation time,Start-up,"Technology, media & telecommunications",Nov-50,2-Oct,No,Fully remote,
23/10/2024 3:14,Indonesia,Jakarta,Male,25 - 30,UI/UX,Graphic Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,324,925",,,"2,236,076","90,135,176","7,571",,Y,"Internet / mobile phone subsidies, Health insurance, Transport subsidies, Professional development, training, or learning fund",Agency / Consulting,Financial services,201 - 1000,2-Oct,Yes,3 days on-site,
23/10/2024 3:18,Indonesia,Medan,Male,25 - 30,Graphic Design,UI/UX Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"2,600,000","1,000,000",,,"32,200,000","2,705",,Y,,Agency / Consulting,"Technology, media & telecommunications",1-Oct,2-Oct,Not applicable,Fully on-site,Maxciti
23/10/2024 3:19,Indonesia,Jakarta,Male,25 - 30,ui/ux designer,UI/UX Designer,Full-time employee,Senior IC,Design leadership and management,2,4,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"10,000,000",,,,"120,000,000","10,080",,Y,"Flexible schedule, Health insurance",Agency / Consulting,"Technology, media & telecommunications",Nov-50,2-Oct,No,Fully remote,
23/10/2024 3:20,Indonesia,Bandung,Female,25 - 30,UI/UX Designer,Product designer,Full-time employee,Mid-level IC,Visual / UI design,4,4,3 to 5 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,Yes,IDR,Monthly,,"7,500,000","7,500,000",,,"97,500,000","8,190",,Y,"Wellness (gym, fitness, etc), Health insurance, Paid medical leave, Onsite food / snacks",Small-medium enterprise,Education,51 - 200,Team of 1,Yes,Fully on-site,Cerebrum
23/10/2024 3:21,Indonesia,Jakarta,Female,25 - 30,Product Designer,Product designer,Full-time employee,Senior IC,Product / UX design,5,6,5 to 10 years,Bachelor's degree,Yes,"In-person certified courses, Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF), Formal design education (Diploma, Degree..)",TRUE,TRUE,TRUE,TRUE,FALSE,No,IDR,Monthly,,"7,300,000","8,000,000","1,600,000",,"97,200,000","8,165",,Y,"Health insurance, Paid medical leave, Paid time off / vacation time, housing subsidy",Small-medium enterprise,"Technology, media & telecommunications",Nov-50,2-Oct,Not applicable,Fully on-site,mailtarget.co
23/10/2024 3:23,Indonesia,Batam,Male,25 - 30,Product designer,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,4,3 to 5 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"7,800,000","7,800,000",,,"101,400,000","8,518",,Y,Health insurance,Start-up,Health care,Nov-50,Team of 1,No,Fully remote,
23/10/2024 3:23,Indonesia,Jakarta,Female,25 - 30,Product Designer/UI UX Designer,Product designer,Full-time employee,Manager,Design leadership and management,4,7,3 to 5 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses, In-person certified courses",FALSE,TRUE,TRUE,TRUE,TRUE,No,IDR,Monthly,,"12,000,000","60,000,000",,"30,000,000","234,000,000","19,656",,Y,"Health insurance, Dental insurance, Paid time off / vacation time, Professional development, training, or learning fund",Government,Banking & capital markets,"10,001 and above",2-Oct,Yes,Fully on-site,
23/10/2024 3:24,Indonesia,Jakarta,Male,25 - 30,Product Designer,Senior Creative Designer,Full-time employee,Mid-level IC,Product / UX design,4,8,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"24,000,000","50,000,000",,,"338,000,000","28,392",,Y,"Health insurance, Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space), Dental insurance, Paid medical leave",Large enterprise (MNC),Banking & capital markets,201 - 1000,Nov-50,No,Fully remote,
23/10/2024 3:26,Singapore,Singapore,Male,31 - 35,Creative Designer,Product designer,Full-time employee,Mid-level IC,Marketing / graphic design,5,15,5 to 10 years,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"3,200","3,000",,,"41,400","41,400",,Y,"Dental insurance, Health insurance, Paid medical leave",Small-medium enterprise,Automotive,51 - 200,Team of 1,Yes,Fully on-site,
23/10/2024 3:27,Indonesia,Jakarta,Male,25 - 30,Digital Product Design Lead,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,4,5,3 to 5 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,TRUE,TRUE,No,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072",,Y,,Government,Banking & capital markets,"1001 - 10,000",2-Oct,Yes,4 days on-site,
23/10/2024 3:27,Indonesia,Kalimantan Tengah,Male,18 - 24,Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,2,1,Up to 3 years,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"3,500,000",,,,"42,000,000","3,528",,Y,"Health insurance, Internet / mobile phone subsidies",Small-medium enterprise,"Retail, wholesale & distribution",Nov-50,Team of 1,Yes,Fully on-site,PT. RUMAH SEHAT NOESANTARA
23/10/2024 3:28,Indonesia,Denpasar,Male,25 - 30,Graphic Designer,Graphic Designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,5,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"5,200,000",,,,"62,400,000","5,242",,Y,,Agency / Consulting,"Technology, media & telecommunications",Nov-50,2-Oct,Yes,3 days on-site,Juicebox Indonesia
23/10/2024 3:29,Indonesia,Jakarta,Male,25 - 30,senior graphic designer,Multidisciplinary Designer,Full-time employee,Mid-level IC,Marketing / graphic design,5,3,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072",,Y,"Paid medical leave, Paid time off / vacation time",Agency / Consulting,creative,Nov-50,Nov-50,Yes,4 days on-site,okular creative
23/10/2024 3:30,Indonesia,Malang,Male,25 - 30,Creator,Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,6,7,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,800,000",0,0,"85,000","45,685,000","3,838",,Y,Budget for equipment or home office setup,Start-up,Type Foundry,1-Oct,2-Oct,Not applicable,3 days on-site,Typia Nesia
23/10/2024 3:31,Indonesia,Bandung,Male,25 - 30,"Graphic Tees, Graphic Designer",UI/UX Designer,Full-time employee,Senior IC,Industrial design,6,8,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Y,"Meal subsidies, Allowance for flexible working arrangement (remote/co-working space), Flexible schedule, Budget for equipment or home office setup",Small-medium enterprise,"Retail, wholesale & distribution",1-Oct,Team of 1,Not applicable,Fully on-site,
23/10/2024 3:32,Indonesia,Bandung,Male,25 - 30,UX Manager/Architect,Graphic Designer,Full-time employee,Manager,Product / UX design,12,12,Atleast 10 years,High school / secondary school,Yes,"Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses, Formal design education (Diploma, Degree..)",TRUE,TRUE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"25,000,000",,,,"300,000,000","25,200",,Y,"Dental insurance, Health insurance, Paid time off / vacation time, Flexible schedule, Paid medical leave",Start-up,"Technology, media & telecommunications",51 - 200,2-Oct,No,2 days on-site,
23/10/2024 3:34,Indonesia,Jakarta,Female,25 - 30,Senior Graphic Designer,UX Designer,Full-time employee,Senior IC,Marketing / graphic design,6,6,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"9,000,000","9,000,000",,,"117,000,000","9,828",,Y,"Health insurance, Internet / mobile phone subsidies",Agency / Consulting,Consumer products,1-Oct,2-Oct,Not applicable,Fully remote,KreatifBae
23/10/2024 3:35,Indonesia,Yogyakarta,Male,25 - 30,UI Designer,Graphic Designer,Full-time employee,Senior IC,Visual / UI design,3,2,3 to 5 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",FALSE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"2,750,000","1,500,000",,,"34,500,000","2,898",,Y,"Internet / mobile phone subsidies, Paid time off / vacation time",Agency / Consulting,"Technology, media & telecommunications",Nov-50,2-Oct,Yes,Fully on-site,Slab!dsgn
23/10/2024 3:35,Indonesia,Bogor,Male,31 - 35,Graphic Designer,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,5,9,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,000,000","3,000,000",,"2,000,000","101,000,000","8,484",,Y,"Onsite food / snacks, Meal subsidies",Small-medium enterprise,"Transportation, hospitality & services",51 - 200,Team of 1,Yes,Fully on-site,
23/10/2024 3:40,Indonesia,Tuban,Male,25 - 30,UI/UX Designer,Graphic Designer,Full-time employee,Mid-level IC,Visual / UI design,7,4,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"11,500,000",,,,"138,000,000","11,592",,Y,"Allowance for flexible working arrangement (remote/co-working space), Flexible schedule",Agency / Consulting,"Technology, media & telecommunications",1-Oct,2-Oct,No,Fully remote,Alenikos (Formerly name WeSlide)
23/10/2024 3:48,Indonesia,Jakarta,Female,25 - 30,Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,4,3 to 5 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"6,500,000","4,000,000",,,"82,000,000","6,888",,Y,"Meal subsidies, Paid medical leave, Dental insurance, Paid time off / vacation time",Large enterprise (MNC),"Technology, media & telecommunications",201 - 1000,2-Oct,Yes,Fully on-site,TRANS7
23/10/2024 3:48,Indonesia,Jakarta,Female,18 - 24,Graphic Designer,Graphic Designer,Intern/Apprentice,Junior IC (Entry level),Marketing / graphic design,2,2,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"1,500,000",,,,"18,000,000","1,512",,Y,"Onsite food / snacks, Allowance for flexible working arrangement (remote/co-working space)",Academia / Educational institution,Education,Nov-50,2-Oct,Yes,3 days on-site,
23/10/2024 3:48,Indonesia,Bandung,Male,25 - 30,Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"7,000,000","2,000,000",,,"86,000,000","7,224",,Y,"Health insurance, Flexible schedule, Professional development, training, or learning fund",Agency / Consulting,"Retail, wholesale & distribution",51 - 200,2-Oct,Not applicable,Fully on-site,PALA Nusantara
23/10/2024 3:50,Indonesia,Bandung,Female,25 - 30,Graphic Design,UI/UX Designer,Full-time employee,Mid-level IC,Marketing / graphic design,6,3,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,Yes,IDR,Monthly,,"5,700,000",,,,"68,400,000","5,746",,Y,Health insurance,Large enterprise (MNC),Consumer products,"1001 - 10,000",2-Oct,Yes,Fully on-site,
23/10/2024 3:52,Indonesia,Jakarta,Male,25 - 30,Experience designer,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,5,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072",,Y,"Professional development, training, or learning fund, Paid time off / vacation time, Wellness (gym, fitness, etc)",Agency / Consulting,Consumer products,Nov-50,2-Oct,Not applicable,Fully remote,
23/10/2024 3:53,Indonesia,Jakarta,Female,25 - 30,UI/UX Designer,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"14,800,000","30,000,000",,,"207,600,000","17,438",,Y,"Meal subsidies, Health insurance",Small-medium enterprise,Financial services,201 - 1000,Nov-50,Yes,3 days on-site,
23/10/2024 3:54,Indonesia,Jakarta,Male,25 - 30,UI/UX,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,3 to 5 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",FALSE,TRUE,TRUE,FALSE,FALSE,Yes,IDR,Monthly,,"6,700,000",,,,"80,400,000","6,754",,Y,Health insurance,Small-medium enterprise,Financial services,51 - 200,Team of 1,Yes,Fully on-site,SF Capital Group
23/10/2024 3:56,Indonesia,Bali,Male,18 - 24,UI/UX Designr,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..)",TRUE,TRUE,TRUE,FALSE,FALSE,No,USD,Monthly,,450,150,,,"5,550","7,493",,Y,"Flexible schedule, Professional development, training, or learning fund",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,2-Oct,No,Fully remote,
23/10/2024 3:57,Indonesia,Jakarta,Male,25 - 30,UIUX Designer,Product designer,Full-time employee,Senior IC,Visual / UI design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"12,000,000",,,,"144,000,000","12,096",,Y,"Health insurance, Paid time off / vacation time",Small-medium enterprise,Education,Nov-50,2-Oct,Yes,4 days on-site,8 elements
23/10/2024 4:01,Indonesia,Surabaya,Female,25 - 30,Senior Product Designer,Product designer,Full-time employee,Senior IC,Product / UX design,3,3,3 to 5 years,Bachelor's degree,Yes,"In-person certified courses, Self-taught / informal / unstructured courses, Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,TRUE,TRUE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,"Paid medical leave, Allowance for flexible working arrangement (remote/co-working space), Transport subsidies, Professional development, training, or learning fund",Start-up,"Technology, media & telecommunications",201 - 1000,2-Oct,Yes,Fully on-site,
23/10/2024 4:02,Indonesia,Jakarta,Male,18 - 24,Product Designer,Multidisciplinary Designer,Full-time employee,Mid-level IC,Product / UX design,3,4,3 to 5 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), In-person certified courses",FALSE,TRUE,TRUE,TRUE,FALSE,No,IDR,Monthly,,"10,000,000",,,"3,000,000","123,000,000","10,332",,Y,"Professional development, training, or learning fund, Dental insurance",Start-up,Automotive,51 - 200,2-Oct,Yes,3 days on-site,
23/10/2024 4:05,Indonesia,Jakarta,Male,25 - 30,Creative Executive,UI/UX Designer,Full-time employee,Mid-level IC,Marketing / graphic design,7,3,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"10,500,000",,,"3,000,000","129,000,000","10,836",,Y,"Health insurance, Dental insurance, Onsite food / snacks, Flexible schedule, Paid time off / vacation time, Paid medical leave, Professional development, training, or learning fund",Large enterprise (MNC),"Transportation, hospitality & services",201 - 1000,Team of 1,No,Fully on-site,
23/10/2024 4:07,Indonesia,Jakarta,Male,25 - 30,UI/UX Designer,UI/UX Designer,Fixed term contractor,Junior IC (Entry level),Visual / UI design,2,6,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,000,000","16,000,000",,,"100,000,000","8,400",,Y,"Professional development, training, or learning fund, Dental insurance, Flexible schedule, Health insurance, Wellness (gym, fitness, etc), Paid medical leave, Paid time off / vacation time, Onsite food / snacks",Government,Government & public services,"1001 - 10,000",Team of 1,No,Fully on-site,-
23/10/2024 4:07,Indonesia,Jakarta,Female,18 - 24,UI/UX Designer,UI/UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,Y,Health insurance,Start-up,Insurance,Nov-50,Team of 1,Yes,Fully on-site,We+ Indonesia
23/10/2024 4:09,Indonesia,Semarang,Male,25 - 30,UI/UX Designer,Multidisciplinary Designer,Fixed term contractor,Mid-level IC,Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000","6,000,000",,,"78,000,000","6,552",,Y,Allowance for flexible working arrangement (remote/co-working space),Agency / Consulting,"Technology, media & telecommunications",Nov-50,2-Oct,No,Fully remote,KMPlus Consulting
23/10/2024 4:10,Indonesia,Yogyakarta,Male,25 - 30,Apparel Designer,Graphic Designer,Self-employed (Freelancers; own company),Junior IC (Entry level),Apparel Designer,3,1,3 to 5 years,Diploma,No,,,,,,,Yes,IDR,Monthly,,"6,000,000","4,000,000",,,"76,000,000","6,384",,Y,,Small-medium enterprise,Apparel and Sportswear,1-Oct,2-Oct,No,Fully remote,Jugador Sportswear
